,Parameter_B,Stream_Flow,Stream_LCA,GREET1 sheet,Coproduct allocation method,GREET classification of coproduct,GREET row names_level1,values_level1,Unit,notes,Feedstock,Fuel,Combustion,Credits,,,,Year
1054,Conversion: Input Supply Chains,Sulfuric Acid,Sulfuric Acid,Ag_Inputs,primary product,,     Fossil fuels,0.4883380635667662,mmBtu/ton,,,,,,,,,2022
1055,Conversion: Input Supply Chains,Sulfuric Acid,Sulfuric Acid,Ag_Inputs,primary product,,     Coal,0.05045489965999807,mmBtu/ton,,,,,,,,,2022
1056,Conversion: Input Supply Chains,Sulfuric Acid,Sulfuric Acid,Ag_Inputs,primary product,,     Natural gas,0.12314767302722145,mmBtu/ton,,,,,,,,,2022
1057,Conversion: Input Supply Chains,Sulfuric Acid,Sulfuric Acid,Ag_Inputs,primary product,,     Petroleum,0.31473549087954666,mmBtu/ton,,,,,,,,,2022
1058,Conversion: Input Supply Chains,Sulfuric Acid,Sulfuric Acid,Ag_Inputs,primary product,,Water consumption: gallon/ton,76.1904599938846,gallons/ton,,,,,,,,,2022
1059,Conversion: Input Supply Chains,Sulfuric Acid,Sulfuric Acid,Ag_Inputs,primary product,,Total Emissions: grams/ton,0.0,,,,,,,,,,2022
1060,Conversion: Input Supply Chains,Sulfuric Acid,Sulfuric Acid,Ag_Inputs,primary product,,     VOC,16.528828376712816,g/ton,,,,,,,,,2022
1061,Conversion: Input Supply Chains,Sulfuric Acid,Sulfuric Acid,Ag_Inputs,primary product,,     CO,37.61259902465964,g/ton,,,,,,,,,2022
1062,Conversion: Input Supply Chains,Sulfuric Acid,Sulfuric Acid,Ag_Inputs,primary product,,     NOx,290.8808463549734,g/ton,,,,,,,,,2022
1063,Conversion: Input Supply Chains,Sulfuric Acid,Sulfuric Acid,Ag_Inputs,primary product,,     PM10,19.480570437022124,g/ton,,,,,,,,,2022
1064,Conversion: Input Supply Chains,Sulfuric Acid,Sulfuric Acid,Ag_Inputs,primary product,,     PM2.5,17.628052422602774,g/ton,,,,,,,,,2022
1065,Conversion: Input Supply Chains,Sulfuric Acid,Sulfuric Acid,Ag_Inputs,primary product,,     SOx,1952.2151268064526,g/ton,,,,,,,,,2022
1066,Conversion: Input Supply Chains,Sulfuric Acid,Sulfuric Acid,Ag_Inputs,primary product,,     BC,2.508947030402491,g/ton,,,,,,,,,2022
1067,Conversion: Input Supply Chains,Sulfuric Acid,Sulfuric Acid,Ag_Inputs,primary product,,     OC,7.411039931283273,g/ton,,,,,,,,,2022
1068,Conversion: Input Supply Chains,Sulfuric Acid,Sulfuric Acid,Ag_Inputs,primary product,,     CH4,58.472421645081596,g/ton,,,,,,,,,2022
1069,Conversion: Input Supply Chains,Sulfuric Acid,Sulfuric Acid,Ag_Inputs,primary product,,     N2O,0.9177061634767114,g/ton,,,,,,,,,2022
1070,Conversion: Input Supply Chains,Sulfuric Acid,Sulfuric Acid,Ag_Inputs,primary product,,     CO2,37876.88358272599,g/ton,,,,,,,,,2022
1071,Conversion: Input Supply Chains,Sulfuric Acid,Sulfuric Acid,Ag_Inputs,primary product,,Urban Emissions: grams/ton,0.0,,,,,,,,,,2022
1072,Conversion: Input Supply Chains,Sulfuric Acid,Sulfuric Acid,Ag_Inputs,primary product,,     VOC,1.4963130952968517,g/ton,,,,,,,,,2022
1073,Conversion: Input Supply Chains,Sulfuric Acid,Sulfuric Acid,Ag_Inputs,primary product,,     CO,2.8402599464050633,g/ton,,,,,,,,,2022
1074,Conversion: Input Supply Chains,Sulfuric Acid,Sulfuric Acid,Ag_Inputs,primary product,,     NOx,16.42102466615869,g/ton,,,,,,,,,2022
1075,Conversion: Input Supply Chains,Sulfuric Acid,Sulfuric Acid,Ag_Inputs,primary product,,     PM10,1.231739337871324,g/ton,,,,,,,,,2022
1076,Conversion: Input Supply Chains,Sulfuric Acid,Sulfuric Acid,Ag_Inputs,primary product,,     PM2.5,1.112265213590341,g/ton,,,,,,,,,2022
1077,Conversion: Input Supply Chains,Sulfuric Acid,Sulfuric Acid,Ag_Inputs,primary product,,     SOx,8.585305060779582,g/ton,,,,,,,,,2022
1078,Conversion: Input Supply Chains,Sulfuric Acid,Sulfuric Acid,Ag_Inputs,primary product,,     BC,0.1426274617911784,g/ton,,,,,,,,,2022
1079,Conversion: Input Supply Chains,Sulfuric Acid,Sulfuric Acid,Ag_Inputs,primary product,,     OC,0.41736926096080385,g/ton,,,,,,,,,2022
1080,Conversion: Input Supply Chains,Tar Reforming Catalyst,Tar Reforming Catalyst,Catalyst,primary product,,Energy Use: mmBtu/ton of product,,,,,,,,,,,2022
1081,Conversion: Input Supply Chains,Tar Reforming Catalyst,Tar Reforming Catalyst,Catalyst,primary product,,     Total Energy,62.58838784146894,mmBtu/ton,,,,,,,,,2022
1082,Conversion: Input Supply Chains,Tar Reforming Catalyst,Tar Reforming Catalyst,Catalyst,primary product,,     Fossil Fuels,59.044053278134655,mmBtu/ton,,,,,,,,,2022
1083,Conversion: Input Supply Chains,Tar Reforming Catalyst,Tar Reforming Catalyst,Catalyst,primary product,,     Coal,7.201348812728307,mmBtu/ton,,,,,,,,,2022
1084,Conversion: Input Supply Chains,Tar Reforming Catalyst,Tar Reforming Catalyst,Catalyst,primary product,,     Natural Gas,49.43065367464551,mmBtu/ton,,,,,,,,,2022
1085,Conversion: Input Supply Chains,Tar Reforming Catalyst,Tar Reforming Catalyst,Catalyst,primary product,,     Petroleum,2.4120507907608366,mmBtu/ton,,,,,,,,,2022
1086,Conversion: Input Supply Chains,Tar Reforming Catalyst,Tar Reforming Catalyst,Catalyst,primary product,,"Water consumption, gallons/ton",6005.461656260816,gallons/ton,,,,,,,,,2022
1087,Conversion: Input Supply Chains,Tar Reforming Catalyst,Tar Reforming Catalyst,Catalyst,primary product,,Total Emissions: grams/ton,,,,,,,,,,,2022
1088,Conversion: Input Supply Chains,Tar Reforming Catalyst,Tar Reforming Catalyst,Catalyst,primary product,,     VOC,1222.0072253558258,g/ton,,,,,,,,,2022
1089,Conversion: Input Supply Chains,Tar Reforming Catalyst,Tar Reforming Catalyst,Catalyst,primary product,,     CO,3246.7662111158565,g/ton,,,,,,,,,2022
1090,Conversion: Input Supply Chains,Tar Reforming Catalyst,Tar Reforming Catalyst,Catalyst,primary product,,     NOx,5229.654343105039,g/ton,,,,,,,,,2022
1091,Conversion: Input Supply Chains,Tar Reforming Catalyst,Tar Reforming Catalyst,Catalyst,primary product,,     PM10,350.2183517729849,g/ton,,,,,,,,,2022
1092,Conversion: Input Supply Chains,Tar Reforming Catalyst,Tar Reforming Catalyst,Catalyst,primary product,,     PM2.5,267.34132602049203,g/ton,,,,,,,,,2022
1093,Conversion: Input Supply Chains,Tar Reforming Catalyst,Tar Reforming Catalyst,Catalyst,primary product,,     SOx,4199.4378973593475,g/ton,,,,,,,,,2022
1094,Conversion: Input Supply Chains,Tar Reforming Catalyst,Tar Reforming Catalyst,Catalyst,primary product,,     BC,34.552721629589385,g/ton,,,,,,,,,2022
1095,Conversion: Input Supply Chains,Tar Reforming Catalyst,Tar Reforming Catalyst,Catalyst,primary product,,     OC,90.34141595530366,g/ton,,,,,,,,,2022
1096,Conversion: Input Supply Chains,Tar Reforming Catalyst,Tar Reforming Catalyst,Catalyst,primary product,,     CH4,12611.535027166748,g/ton,,,,,,,,,2022
1097,Conversion: Input Supply Chains,Tar Reforming Catalyst,Tar Reforming Catalyst,Catalyst,primary product,,     N2O,1699.209964030293,g/ton,,,,,,,,,2022
1098,Conversion: Input Supply Chains,Tar Reforming Catalyst,Tar Reforming Catalyst,Catalyst,primary product,,     CO2,4832988.872459253,g/ton,,,,,,,,,2022
1099,Conversion: Input Supply Chains,Tar Reforming Catalyst,Tar Reforming Catalyst,Catalyst,primary product,,Urban Emissions: grams/ton,,,,,,,,,,,2022
1100,Conversion: Input Supply Chains,Tar Reforming Catalyst,Tar Reforming Catalyst,Catalyst,primary product,,     VOC,37.091092508912304,g/ton,,,,,,,,,2022
1101,Conversion: Input Supply Chains,Tar Reforming Catalyst,Tar Reforming Catalyst,Catalyst,primary product,,     CO,212.0561216495593,g/ton,,,,,,,,,2022
1102,Conversion: Input Supply Chains,Tar Reforming Catalyst,Tar Reforming Catalyst,Catalyst,primary product,,     NOx,370.9268093630369,g/ton,,,,,,,,,2022
1103,Conversion: Input Supply Chains,Tar Reforming Catalyst,Tar Reforming Catalyst,Catalyst,primary product,,     PM10,26.63236458753687,g/ton,,,,,,,,,2022
1104,Conversion: Input Supply Chains,Tar Reforming Catalyst,Tar Reforming Catalyst,Catalyst,primary product,,     PM2.5,22.343741704779482,g/ton,,,,,,,,,2022
1105,Conversion: Input Supply Chains,Tar Reforming Catalyst,Tar Reforming Catalyst,Catalyst,primary product,,     SOx,237.06562763730653,g/ton,,,,,,,,,2022
1106,Conversion: Input Supply Chains,Tar Reforming Catalyst,Tar Reforming Catalyst,Catalyst,primary product,,     BC,1.36159814807901,g/ton,,,,,,,,,2022
1107,Conversion: Input Supply Chains,Tar Reforming Catalyst,Tar Reforming Catalyst,Catalyst,primary product,,     OC,5.869973384979026,g/ton,,,,,,,,,2022
1108,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,Energy Use: mmBtu/ton of product,0.0,,,,,,,,,,2022
1109,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,     Total Energy,53.665854511489435,mmBtu/ton,,,,,,,,,2022
1110,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,     Fossil Fuels,53.62356811004135,mmBtu/ton,,,,,,,,,2022
1111,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,     Coal,0.07065286622001198,mmBtu/ton,,,,,,,,,2022
1112,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,     Natural Gas,49.26962484498221,mmBtu/ton,,,,,,,,,2022
1113,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,     Petroleum,4.283290398839119,mmBtu/ton,,,,,,,,,2022
1114,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,"Water consumption, gallons/ton",1228.171644549149,gallons/ton,,,,,,,,,2022
1115,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,Total Emissions: grams/ton,0.0,,,,,,,,,,2022
1116,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,     VOC,700.3986281263773,g/ton,,,,,,,,,2022
1117,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,     CO,1104.5143759449038,g/ton,,,,,,,,,2022
1118,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,     NOx,1466.6528436083713,g/ton,,,,,,,,,2022
1119,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,     PM10,74.61055589174146,g/ton,,,,,,,,,2022
1120,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,     PM2.5,68.9463191309687,g/ton,,,,,,,,,2022
1121,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,     SOx,549.3320907831197,g/ton,,,,,,,,,2022
1122,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,     BC,7.113839854894961,g/ton,,,,,,,,,2022
1123,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,     OC,23.512458586685888,g/ton,,,,,,,,,2022
1124,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,     CH4,6966.418978450494,g/ton,,,,,,,,,2022
1125,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,     N2O,16.84965835237096,g/ton,,,,,,,,,2022
1126,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,     CO2,741140.977159458,g/ton,,,,,,,,,2022
1127,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,     CO2 (w/ C in VOC & CO),745059.5516650319,g/ton,,,,,,,,,2022
1128,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,     GHGs (grams/ton),957258.793953054,g/ton,,,,,,,,,2022
1129,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,Urban Emissions: grams/ton,0.0,,,,,,,,,,2022
1130,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,     VOC,244.70120929874798,g/ton,,,,,,,,,2022
1131,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,     CO,233.4582444974392,g/ton,,,,,,,,,2022
1132,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,     NOx,382.30975242717096,g/ton,,,,,,,,,2022
1133,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,     PM10,39.31749369029764,g/ton,,,,,,,,,2022
1134,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,     PM2.5,36.281375473361486,g/ton,,,,,,,,,2022
1135,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,     SOx,35.22717140450385,g/ton,,,,,,,,,2022
1136,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,     BC,2.5364889585885755,g/ton,,,,,,,,,2022
1137,Conversion: Input Supply Chains,Toluene Solvent,Toluene,Chemicals,primary product,,     OC,11.446529414355819,g/ton,,,,,,,,,2022
1138,Conversion: Input Supply Chains,Upgrading Catalysts and Chemicals,Niobium Oxide (Nb2O5),Catalyst,primary product,,Energy Use: mmBtu/ton of product,0.0,,Using closest surrogate condensation catalyst,,,,,,,,2022
1139,Conversion: Input Supply Chains,Upgrading Catalysts and Chemicals,Niobium Oxide (Nb2O5),Catalyst,primary product,,     Total Energy,3.2051631214448313,mmBtu/ton,,,,,,,,,2022
1140,Conversion: Input Supply Chains,Upgrading Catalysts and Chemicals,Niobium Oxide (Nb2O5),Catalyst,primary product,,     Fossil Fuels,1.1805807701500595,mmBtu/ton,,,,,,,,,2022
1141,Conversion: Input Supply Chains,Upgrading Catalysts and Chemicals,Niobium Oxide (Nb2O5),Catalyst,primary product,,     Coal,0.1235400907135582,mmBtu/ton,,,,,,,,,2022
1142,Conversion: Input Supply Chains,Upgrading Catalysts and Chemicals,Niobium Oxide (Nb2O5),Catalyst,primary product,,     Natural Gas,0.6046700508347167,mmBtu/ton,,,,,,,,,2022
1143,Conversion: Input Supply Chains,Upgrading Catalysts and Chemicals,Niobium Oxide (Nb2O5),Catalyst,primary product,,     Petroleum,0.4523706286017845,mmBtu/ton,,,,,,,,,2022
1144,Conversion: Input Supply Chains,Upgrading Catalysts and Chemicals,Niobium Oxide (Nb2O5),Catalyst,primary product,,"Water consumption, gallons/ton",1778.0821568272393,gallon/ton,,,,,,,,,2022
1145,Conversion: Input Supply Chains,Upgrading Catalysts and Chemicals,Niobium Oxide (Nb2O5),Catalyst,primary product,,Total Emissions: grams/ton,0.0,,,,,,,,,,2022
1146,Conversion: Input Supply Chains,Upgrading Catalysts and Chemicals,Niobium Oxide (Nb2O5),Catalyst,primary product,,     VOC,14.587045191623044,g/ton,,,,,,,,,2022
1147,Conversion: Input Supply Chains,Upgrading Catalysts and Chemicals,Niobium Oxide (Nb2O5),Catalyst,primary product,,     CO,99.04097609342908,g/ton,,,,,,,,,2022
1148,Conversion: Input Supply Chains,Upgrading Catalysts and Chemicals,Niobium Oxide (Nb2O5),Catalyst,primary product,,     NOx,163.5426512320378,g/ton,,,,,,,,,2022
1149,Conversion: Input Supply Chains,Upgrading Catalysts and Chemicals,Niobium Oxide (Nb2O5),Catalyst,primary product,,     PM10,17.38038590916576,g/ton,,,,,,,,,2022
1150,Conversion: Input Supply Chains,Upgrading Catalysts and Chemicals,Niobium Oxide (Nb2O5),Catalyst,primary product,,     PM2.5,14.060272690829528,g/ton,,,,,,,,,2022
1151,Conversion: Input Supply Chains,Upgrading Catalysts and Chemicals,Niobium Oxide (Nb2O5),Catalyst,primary product,,     SOx,67.58328227136523,g/ton,,,,,,,,,2022
1152,Conversion: Input Supply Chains,Upgrading Catalysts and Chemicals,Niobium Oxide (Nb2O5),Catalyst,primary product,,     BC,1.8051389435680087,g/ton,,,,,,,,,2022
1153,Conversion: Input Supply Chains,Upgrading Catalysts and Chemicals,Niobium Oxide (Nb2O5),Catalyst,primary product,,     OC,3.234853683626761,g/ton,,,,,,,,,2022
1154,Conversion: Input Supply Chains,Upgrading Catalysts and Chemicals,Niobium Oxide (Nb2O5),Catalyst,primary product,,     CH4,158.14435238334113,g/ton,,,,,,,,,2022
1155,Conversion: Input Supply Chains,Upgrading Catalysts and Chemicals,Niobium Oxide (Nb2O5),Catalyst,primary product,,     N2O,5.928598348028439,g/ton,,,,,,,,,2022
1156,Conversion: Input Supply Chains,Upgrading Catalysts and Chemicals,Niobium Oxide (Nb2O5),Catalyst,primary product,,     CO2,78090.3562906862,g/ton,,,,,,,,,2022
1157,Conversion: Input Supply Chains,Upgrading Catalysts and Chemicals,Niobium Oxide (Nb2O5),Catalyst,primary product,,Urban Emissions: grams/ton,0.0,,,,,,,,,,2022
1158,Conversion: Input Supply Chains,Upgrading Catalysts and Chemicals,Niobium Oxide (Nb2O5),Catalyst,primary product,,     VOC,1.5873564050832245,g/ton,,,,,,,,,2022
1159,Conversion: Input Supply Chains,Upgrading Catalysts and Chemicals,Niobium Oxide (Nb2O5),Catalyst,primary product,,     CO,4.346665826138506,g/ton,,,,,,,,,2022
1160,Conversion: Input Supply Chains,Upgrading Catalysts and Chemicals,Niobium Oxide (Nb2O5),Catalyst,primary product,,     NOx,7.234766008235726,g/ton,,,,,,,,,2022
1161,Conversion: Input Supply Chains,Upgrading Catalysts and Chemicals,Niobium Oxide (Nb2O5),Catalyst,primary product,,     PM10,0.903671823499841,g/ton,,,,,,,,,2022
1162,Conversion: Input Supply Chains,Upgrading Catalysts and Chemicals,Niobium Oxide (Nb2O5),Catalyst,primary product,,     PM2.5,0.7762383602304495,g/ton,,,,,,,,,2022
1163,Conversion: Input Supply Chains,Upgrading Catalysts and Chemicals,Niobium Oxide (Nb2O5),Catalyst,primary product,,     SOx,5.617837422231449,g/ton,,,,,,,,,2022
1164,Conversion: Input Supply Chains,Upgrading Catalysts and Chemicals,Niobium Oxide (Nb2O5),Catalyst,primary product,,     BC,0.053864971730429874,g/ton,,,,,,,,,2022
1165,Conversion: Input Supply Chains,Upgrading Catalysts and Chemicals,Niobium Oxide (Nb2O5),Catalyst,primary product,,     OC,0.22159650190517924,g/ton,,,,,,,,,2022
1166,Conversion: Input Supply Chains,VPU Zeolite Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,Energy Use: mmBtu/ton of product,0.0,,Using ZSM5 as surrogate,,,,,,,,2022
1167,Conversion: Input Supply Chains,VPU Zeolite Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     Total Energy,100.52683197025023,mmBtu/ton,,,,,,,,,2022
1168,Conversion: Input Supply Chains,VPU Zeolite Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     Fossil Fuels,97.47003302699007,mmBtu/ton,,,,,,,,,2022
1169,Conversion: Input Supply Chains,VPU Zeolite Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     Coal,10.540309238988016,mmBtu/ton,,,,,,,,,2022
1170,Conversion: Input Supply Chains,VPU Zeolite Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     Natural Gas,83.02207399963602,mmBtu/ton,,,,,,,,,2022
1171,Conversion: Input Supply Chains,VPU Zeolite Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     Petroleum,3.907649788366047,mmBtu/ton,,,,,,,,,2022
1172,Conversion: Input Supply Chains,VPU Zeolite Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,"Water consumption, gallons/ton",2993.185590279627,gallons/ton,,,,,,,,,2022
1173,Conversion: Input Supply Chains,VPU Zeolite Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,Total Emissions: grams/ton,0.0,,,,,,,,,,2022
1174,Conversion: Input Supply Chains,VPU Zeolite Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     VOC,1420.778545031766,g/ton,,,,,,,,,2022
1175,Conversion: Input Supply Chains,VPU Zeolite Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     CO,5018.724521758419,g/ton,,,,,,,,,2022
1176,Conversion: Input Supply Chains,VPU Zeolite Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     NOx,6681.373327072791,g/ton,,,,,,,,,2022
1177,Conversion: Input Supply Chains,VPU Zeolite Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     PM10,615.0899063023652,g/ton,,,,,,,,,2022
1178,Conversion: Input Supply Chains,VPU Zeolite Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     PM2.5,482.117517008297,g/ton,,,,,,,,,2022
1179,Conversion: Input Supply Chains,VPU Zeolite Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     SOx,4245.29134148178,g/ton,,,,,,,,,2022
1180,Conversion: Input Supply Chains,VPU Zeolite Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     BC,56.42323628081495,g/ton,,,,,,,,,2022
1181,Conversion: Input Supply Chains,VPU Zeolite Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     OC,144.20698810963955,g/ton,,,,,,,,,2022
1182,Conversion: Input Supply Chains,VPU Zeolite Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     CH4,18321.701864827468,g/ton,,,,,,,,,2022
1183,Conversion: Input Supply Chains,VPU Zeolite Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     N2O,140.14367759635743,g/ton,,,,,,,,,2022
1184,Conversion: Input Supply Chains,VPU Zeolite Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     CO2,5771883.807017221,g/ton,,,,,,,,,2022
1185,Conversion: Input Supply Chains,VPU Zeolite Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,Urban Emissions: grams/ton,0.0,,,,,,,,,,2022
1186,Conversion: Input Supply Chains,VPU Zeolite Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     VOC,112.69436118675554,g/ton,,,,,,,,,2022
1187,Conversion: Input Supply Chains,VPU Zeolite Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     CO,308.64912687046615,g/ton,,,,,,,,,2022
1188,Conversion: Input Supply Chains,VPU Zeolite Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     NOx,487.121184105216,g/ton,,,,,,,,,2022
