,Parameter_B,Stream_Flow,Stream_LCA,GREET1 sheet,Coproduct allocation method,GREET classification of coproduct,GREET row names_level1,values_level1,Unit,notes,Feedstock,Fuel,Combustion,Credits,,,,Year
2848,Conversion: Input Supply Chains,Clean Pine,Clean Pine,EtOH,feedstock processing,Clean Pine to Ethanol pathway,     PM2.5,0.21979391847978852,g/ton,,,,,,,,,2022
2849,Conversion: Input Supply Chains,Clean Pine,Clean Pine,EtOH,feedstock processing,Clean Pine to Ethanol pathway,     SOx,1.1076632608872474,g/ton,,,,,,,,,2022
2850,Conversion: Input Supply Chains,Clean Pine,Clean Pine,EtOH,feedstock processing,Clean Pine to Ethanol pathway,     BC,0.0261799933388118,g/ton,,,,,,,,,2022
2851,Conversion: Input Supply Chains,Clean Pine,Clean Pine,EtOH,feedstock processing,Clean Pine to Ethanol pathway,     OC,0.05322868667427116,g/ton,,,,,,,,,2022
2852,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT",Energy demand,,,,,,,,,,,2022
2853,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT",    Total energy,898022.4698614625,mmBtu/ton,"landing processing, transportation, receiving and handling, storage, preprocessing",,,,,,,,2022
2854,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT",    Fossil fuels,821474.9218163795,mmBtu/ton,,,,,,,,,2022
2855,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT",    Coal,130097.7340983357,mmBtu/ton,,,,,,,,,2022
2856,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT",    Natural gas,210546.98127758043,mmBtu/ton,,,,,,,,,2022
2857,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT",    Petroleum,480830.2064404634,mmBtu/ton,,,,,,,,,2022
2858,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT",Water consumption: gallons/mmBtu of fuel throughput,40.41204066736264,gallon/ton,,,,,,,,,2022
2859,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT","Total emissions: grams/mmBtu of fuel throughput, except as noted",,,,,,,,,,,2022
2860,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT",     VOC,8.075833416439568,g/ton,,,,,,,,,2022
2861,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT",     CO,167.73825779005148,g/ton,,,,,,,,,2022
2862,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT",     NOx,108.76782774907444,g/ton,,,,,,,,,2022
2863,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT",     PM10,9.295324917626935,g/ton,,,,,,,,,2022
2864,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT",     PM2.5,6.727512231570719,g/ton,,,,,,,,,2022
2865,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT",     SOx,17.567525573873144,g/ton,,,,,,,,,2022
2866,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT",     BC,3.856781734925803,g/ton,,,,,,,,,2022
2867,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT",     OC,1.3381861211561275,g/ton,,,,,,,,,2022
2868,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT",     CH4,98.75549940591515,g/ton,,,,,,,,,2022
2869,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT",     N2O,0.7113378961694696,g/ton,,,,,,,,,2022
2870,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT",     CO2,63446.829463513495,g/ton,,,,,,,,,2022
2871,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT",     VOC from bulk terminal,0.0,g/ton,,,,,,,,,2022
2872,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT",     VOC from ref. Station,0.0,g/ton,,,,,,,,,2022
2873,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT",Biogenic CH4,0.0,g/ton,,,,,,,,,2022
2874,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT","Urban emissions: grams/mmBtu of fuel throughput, except as noted",,,,,,,,,,,2022
2875,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT",     VOC,1.5200232154274893,g/ton,,,,,,,,,2022
2876,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT",     CO,5.2347615333754245,g/ton,,,,,,,,,2022
2877,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT",     NOx,7.203079572249132,g/ton,,,,,,,,,2022
2878,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT",     PM10,0.8059256131863644,g/ton,,,,,,,,,2022
2879,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT",     PM2.5,0.6245902025875408,g/ton,,,,,,,,,2022
2880,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT",     SOx,5.125698454247898,g/ton,,,,,,,,,2022
2881,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT",     BC,0.04430912294098413,g/ton,,,,,,,,,2022
2882,Conversion: Input Supply Chains,Logging Residues,Logging Residues,Pyrolysis_IDL,feedstock processing,"Logging Residues for IDL, 2020 SOT and 2021 SOT",     OC,0.13981780077090053,g/ton,,,,,,,,,2022
2883,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT",Energy demand,,,,,,,,,,,2022
2884,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT",    Total energy,984244.6242027613,mmBtu/ton,,,,,,,,,2022
2885,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT",    Fossil fuels,867486.3963901582,mmBtu/ton,,,,,,,,,2022
2886,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT",    Coal,198543.93835530337,mmBtu/ton,,,,,,,,,2022
2887,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT",    Natural gas,283970.277832711,mmBtu/ton,,,,,,,,,2022
2888,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT",    Petroleum,384972.1802021438,mmBtu/ton,,,,,,,,,2022
2889,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT",Water consumption: gallons/mmBtu of fuel throughput,54.716281533556554,gallon/ton,,,,,,,,,2022
2890,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT","Total emissions: grams/mmBtu of fuel throughput, except as noted",0.0,,,,,,,,,,2022
2891,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT",     VOC,14.86394674659633,g/ton,,,,,,,,,2022
2892,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT",     CO,101.63542519949374,g/ton,,,,,,,,,2022
2893,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT",     NOx,134.7902877962942,g/ton,,,,,,,,,2022
2894,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT",     PM10,11.337351214531417,g/ton,,,,,,,,,2022
2895,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT",     PM2.5,8.54143397632707,g/ton,,,,,,,,,2022
2896,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT",     SOx,25.277807360884154,g/ton,,,,,,,,,2022
2897,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT",     BC,3.6703010893218533,g/ton,,,,,,,,,2022
2898,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT",     OC,2.549077868745932,g/ton,,,,,,,,,2022
2899,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT",     CH4,113.41104947882596,g/ton,,,,,,,,,2022
2900,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT",     N2O,0.9814458047016712,g/ton,,,,,,,,,2022
2901,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT",     CO2,67149.83327677147,g/ton,,,,,,,,,2022
2902,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT",     VOC from bulk terminal,0.0,g/ton,,,,,,,,,2022
2903,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT",     VOC from ref. Station,0.0,g/ton,,,,,,,,,2022
2904,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT",Biogenic CH4,0.0,g/ton,,,,,,,,,2022
2905,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT","Urban emissions: grams/mmBtu of fuel throughput, except as noted",0.0,,,,,,,,,,2022
2906,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT",     VOC,1.3250934593158055,g/ton,,,,,,,,,2022
2907,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT",     CO,5.314055749232111,g/ton,,,,,,,,,2022
2908,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT",     NOx,8.814515902335753,g/ton,,,,,,,,,2022
2909,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT",     PM10,1.0049222989403654,g/ton,,,,,,,,,2022
2910,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT",     PM2.5,0.8079675124229839,g/ton,,,,,,,,,2022
2911,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT",     SOx,7.569325194698753,g/ton,,,,,,,,,2022
2912,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT",     BC,0.049557859089205764,g/ton,,,,,,,,,2022
2913,Conversion: Input Supply Chains,Clean Pine,Clean Pine,Pyrolysis_IDL,feedstock processing,"Clean Pine for IDL, 2020 SOT and 2021 SOT",     OC,0.1897681777446064,g/ton,,,,,,,,,2022
2914,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),Energy demand,,,,,,,,,,,2022
2915,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),    Total energy,1225782.8984070702,mmBtu/ton,"production, harvest and collection, landing processing, transportation, receiving and handling, storage, preprocessing",,,,,,,,2022
2916,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),    Fossil fuels,1122616.13030283,mmBtu/ton,,,,,,,,,2022
2917,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),    Coal,175366.45173251227,mmBtu/ton,,,,,,,,,2022
2918,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),    Natural gas,326609.6061170424,mmBtu/ton,,,,,,,,,2022
2919,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),    Petroleum,620640.0724532751,mmBtu/ton,,,,,,,,,2022
2920,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),Water consumption: gallons/mmBtu of fuel throughput,63.69674611134456,gallon/ton,,,,,,,,,2022
2921,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),"Total emissions: grams/mmBtu of fuel throughput, except as noted",,,,,,,,,,,2022
2922,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),     VOC,23.321463227865685,g/ton,,,,,,,,,2022
2923,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),     CO,191.60023419358455,g/ton,,,,,,,,,2022
2924,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),     NOx,206.18985905851775,g/ton,,,,,,,,,2022
2925,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),     PM10,16.779780100710354,g/ton,,,,,,,,,2022
2926,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),     PM2.5,13.407520820615648,g/ton,,,,,,,,,2022
2927,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),     SOx,34.79721278652533,g/ton,,,,,,,,,2022
2928,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),     BC,7.023976119835033,g/ton,,,,,,,,,2022
2929,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),     OC,3.0301909787600865,g/ton,,,,,,,,,2022
2930,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),     CH4,154.3440928386022,g/ton,,,,,,,,,2022
2931,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),     N2O,21.435514835495272,g/ton,,,,,,,,,2022
2932,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),     CO2,87072.03969485179,g/ton,,,,,,,,,2022
2933,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),     VOC from bulk terminal,0.0,g/ton,,,,,,,,,2022
2934,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),     VOC from ref. Station,0.0,g/ton,,,,,,,,,2022
2935,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),Biogenic CH4,0.0,g/ton,,,,,,,,,2022
2936,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),"Urban emissions: grams/mmBtu of fuel throughput, except as noted",0.0,,,,,,,,,,2022
2937,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),     VOC,1.9715763365229357,g/ton,,,,,,,,,2022
2938,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),     CO,6.136691114410327,g/ton,,,,,,,,,2022
2939,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),     NOx,9.376988387103115,g/ton,,,,,,,,,2022
2940,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),     PM10,1.0590285725541353,g/ton,,,,,,,,,2022
2941,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),     PM2.5,0.8427576202683864,g/ton,,,,,,,,,2022
2942,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),     SOx,7.031009993310748,g/ton,,,,,,,,,2022
2943,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),     BC,0.060673173490972385,g/ton,,,,,,,,,2022
2944,Conversion: Input Supply Chains,25% Clean Pine and 75% Logging Residues blend,25% Clean Pine and 75% Logging residues blend,Pyrolysis_IDL,feedstock processing,25% Clean Pine and 75% Logging Residue for Aromatic Rich Hydrocarbon (ARHC),     OC,0.19328757099917304,g/ton,,,,,,,,,2022
2945,Conversion: Input Supply Chains,"Corn Stover, 3-pass","Corn Stover, 3-pass",IBR,feedstock processing,"Corn Stover for biochemical conversion pathways, Corn Stover, 2021 SOT, 3-pass",Energy demand,,,,,,,,,,,2022
2946,Conversion: Input Supply Chains,"Corn Stover, 3-pass","Corn Stover, 3-pass",IBR,feedstock processing,"Corn Stover for biochemical conversion pathways, Corn Stover, 2021 SOT, 3-pass","    Total energy, Btu",1031191.2397156527,Btu/ton,"fertilizer, pesticide, harvest and collection, transportation, storage, preprocessing, handling, blending, transport to biorefinery",,,,,,,,2022
2947,Conversion: Input Supply Chains,"Corn Stover, 3-pass","Corn Stover, 3-pass",IBR,feedstock processing,"Corn Stover for biochemical conversion pathways, Corn Stover, 2021 SOT, 3-pass","    Fossil fuels, Btu",881260.7329055978,Btu/ton,,,,,,,,,2022
2948,Conversion: Input Supply Chains,"Corn Stover, 3-pass","Corn Stover, 3-pass",IBR,feedstock processing,"Corn Stover for biochemical conversion pathways, Corn Stover, 2021 SOT, 3-pass","    Coal, Btu",255016.06342436923,Btu/ton,,,,,,,,,2022
2949,Conversion: Input Supply Chains,"Corn Stover, 3-pass","Corn Stover, 3-pass",IBR,feedstock processing,"Corn Stover for biochemical conversion pathways, Corn Stover, 2021 SOT, 3-pass","    Natural gas, Btu",342209.52146959206,Btu/ton,,,,,,,,,2022
2950,Conversion: Input Supply Chains,"Corn Stover, 3-pass","Corn Stover, 3-pass",IBR,feedstock processing,"Corn Stover for biochemical conversion pathways, Corn Stover, 2021 SOT, 3-pass","    Petroleum, Btu",284035.14801163634,Btu/ton,,,,,,,,,2022
2951,Conversion: Input Supply Chains,"Corn Stover, 3-pass","Corn Stover, 3-pass",IBR,feedstock processing,"Corn Stover for biochemical conversion pathways, Corn Stover, 2021 SOT, 3-pass",Water consumption: gallons,66.08236789340536,gal/ton,,,,,,,,,2022
2952,Conversion: Input Supply Chains,"Corn Stover, 3-pass","Corn Stover, 3-pass",IBR,feedstock processing,"Corn Stover for biochemical conversion pathways, Corn Stover, 2021 SOT, 3-pass",Total emissions: grams,,,,,,,,,,,2022
2953,Conversion: Input Supply Chains,"Corn Stover, 3-pass","Corn Stover, 3-pass",IBR,feedstock processing,"Corn Stover for biochemical conversion pathways, Corn Stover, 2021 SOT, 3-pass",     VOC,12.369732231289982,g/ton,,,,,,,,,2022
2954,Conversion: Input Supply Chains,"Corn Stover, 3-pass","Corn Stover, 3-pass",IBR,feedstock processing,"Corn Stover for biochemical conversion pathways, Corn Stover, 2021 SOT, 3-pass",     CO,74.0589013907879,g/ton,,,,,,,,,2022
2955,Conversion: Input Supply Chains,"Corn Stover, 3-pass","Corn Stover, 3-pass",IBR,feedstock processing,"Corn Stover for biochemical conversion pathways, Corn Stover, 2021 SOT, 3-pass",     NOx,101.79551098916339,g/ton,,,,,,,,,2022
2956,Conversion: Input Supply Chains,"Corn Stover, 3-pass","Corn Stover, 3-pass",IBR,feedstock processing,"Corn Stover for biochemical conversion pathways, Corn Stover, 2021 SOT, 3-pass",     PM10,9.553143413861184,g/ton,,,,,,,,,2022
2957,Conversion: Input Supply Chains,"Corn Stover, 3-pass","Corn Stover, 3-pass",IBR,feedstock processing,"Corn Stover for biochemical conversion pathways, Corn Stover, 2021 SOT, 3-pass",     PM2.5,6.294638067455354,g/ton,,,,,,,,,2022
2958,Conversion: Input Supply Chains,"Corn Stover, 3-pass","Corn Stover, 3-pass",IBR,feedstock processing,"Corn Stover for biochemical conversion pathways, Corn Stover, 2021 SOT, 3-pass",     SOx,31.54350399225798,g/ton,,,,,,,,,2022
2959,Conversion: Input Supply Chains,"Corn Stover, 3-pass","Corn Stover, 3-pass",IBR,feedstock processing,"Corn Stover for biochemical conversion pathways, Corn Stover, 2021 SOT, 3-pass",     BC,1.9357733195408706,g/ton,,,,,,,,,2022
2960,Conversion: Input Supply Chains,"Corn Stover, 3-pass","Corn Stover, 3-pass",IBR,feedstock processing,"Corn Stover for biochemical conversion pathways, Corn Stover, 2021 SOT, 3-pass",     OC,1.8369683138237667,g/ton,,,,,,,,,2022
